Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,latitude,longitude,distance,BABIP,BABIP_average,HOU_score,HOU_AvgPoint
6721,2002-08-20,HOU,CHN,False,12,14,HOU03,Minute Maid Park,Houston,TX,54,18,3,1,2,18,9,3,0,50,10,2,2,2,20,6,7,1,29.7604,-95.3698,1436.8750340214951,0.35294117647058826,0.2729891400595735,12,12.0
6901,2002-09-02,TEX,HOU,True,7,2,ARL02,Rangers Ballpark in Arlington,Arlington,TX,39,7,1,0,1,16,9,4,1,43,10,3,0,1,17,5,7,0,32.7357,-97.1081,369.79434587527106,0.2916666666666667,0.2916666666666667,2,2.0
6921,2002-09-03,SDN,HOU,False,2,6,SAN01,Qualcomm Stadium,San Diego,CA,42,7,4,1,0,18,7,2,3,37,9,3,0,0,19,5,1,0,32.7157,-117.1611,1873.0332898751137,0.4,0.30125,6,6.0
6957,2002-09-06,LAN,HOU,False,3,2,LOS03,Dodger Stadium,Los Angeles,CA,39,3,2,0,1,18,9,6,0,34,6,1,0,0,20,2,4,1,34.0522,-118.2437,179.41042505730124,0.17391304347826086,0.21052356704530617,2,2.0
7002,2002-09-09,HOU,COL,False,6,5,HOU03,Minute Maid Park,Houston,TX,41,7,1,0,1,18,10,4,0,41,5,1,0,2,21,5,7,0,29.7604,-95.3698,2206.264028358936,0.14814814814814814,0.2828081949625728,6,6.0
7116,2002-09-17,MIL,HOU,False,5,4,MIL06,Miller Park,Milwaukee,WI,36,6,1,0,2,19,8,0,0,36,3,4,0,0,23,2,4,0,43.0389,-87.9065,1618.8722925866018,0.19230769230769232,0.25457875457875456,4,4.0
7161,2002-09-20,SLN,HOU,False,9,3,STL09,Busch Stadium II,St. Louis,MO,37,6,0,0,1,19,5,6,0,45,10,0,1,3,16,8,6,1,38.627,-90.1994,527.0871857228763,0.2,0.19745370370370371,3,3.0
7195,2002-09-23,HOU,MIL,False,8,6,HOU03,Minute Maid Park,Houston,TX,40,7,3,0,0,16,11,3,0,38,6,0,0,2,21,3,6,0,29.7604,-95.3698,1094.0998481890863,0.14814814814814814,0.1801519468186135,8,8.0
7252,2002-09-27,SFN,HOU,False,2,1,SFO03,Oracle Park,San Francisco,CA,33,3,1,0,1,15,11,2,0,35,6,2,1,0,15,7,4,0,37.7749,-122.4194,2643.0458529405155,0.15789473684210525,0.1713815789473684,1,1.0
7302,2003-04-01,HOU,COL,False,10,4,HOU03,Minute Maid Park,Houston,TX,39,5,2,1,0,26,2,3,0,41,8,2,0,4,18,6,3,0,29.7604,-95.3698,2643.0458529405155,0.21428571428571427,0.2958603896103896,10,10.0
7345,2003-04-04,SLN,HOU,False,5,6,STL09,Busch Stadium II,St. Louis,MO,47,4,1,0,2,30,6,4,0,49,7,3,0,3,26,5,4,1,38.627,-90.1994,1094.0998481890863,0.08571428571428572,0.2095238095238095,6,6.0
7386,2003-04-08,HOU,CIN,False,1,2,HOU03,Minute Maid Park,Houston,TX,38,3,0,1,1,21,8,4,0,37,7,0,0,0,24,3,2,1,29.7604,-95.3698,1094.0998481890863,0.22580645161290322,0.1716853008566023,1,1.0
7471,2003-04-14,SFN,HOU,False,4,2,SFO03,Oracle Park,San Francisco,CA,37,6,1,0,0,21,5,4,0,36,5,0,0,1,15,7,8,0,37.7749,-122.4194,2643.0458529405155,0.25,0.268796992481203,2,2.0
7512,2003-04-17,MIL,HOU,False,4,2,MIL06,Miller Park,Milwaukee,WI,33,4,0,0,2,19,7,1,0,39,8,1,0,3,18,5,3,1,43.0389,-87.9065,2958.4959189924843,0.08695652173913043,0.21664653784219,2,2.0
7577,2003-04-22,NYN,HOU,False,2,6,NYC17,Shea Stadium,New York,NY,40,6,5,0,1,22,3,3,0,36,1,3,0,1,17,10,3,1,40.7128,-74.006,1178.1038277848047,0.30303030303030304,0.2548562548562549,6,6.0
7620,2003-04-25,MON,HOU,False,10,2,MON02,Stade Olympique,Montreal,QUE,39,5,1,0,0,24,4,5,0,44,10,3,0,1,17,7,6,0,45.5017,-73.5673,533.6884829149174,0.2,0.19297245963912632,2,2.0
7665,2003-04-29,HOU,ATL,False,1,3,HOU03,Minute Maid Park,Houston,TX,35,5,1,0,0,18,8,3,0,34,3,3,0,0,18,8,2,0,29.7604,-95.3698,2582.3304260193245,0.25,0.28104449547647303,1,1.0
7806,2003-05-09,PHI,HOU,False,5,3,PHI12,Veterans Stadium,Philadelphia,PA,38,7,1,0,0,16,9,4,1,36,8,0,0,2,16,6,4,0,39.9526,-75.1652,2156.2708671970017,0.3333333333333333,0.25620915032679736,3,3.0
7841,2003-05-12,PIT,HOU,False,4,9,PIT08,PNC Park,Pittsburgh,PA,45,7,2,0,3,17,9,5,2,45,9,2,0,1,19,6,8,0,40.4406,-79.9959,413.8117505919772,0.23076923076923078,0.28640053422420303,9,9.0
7897,2003-05-16,HOU,PHI,False,4,2,HOU03,Minute Maid Park,Houston,TX,39,9,2,0,0,17,9,2,0,36,7,3,0,1,16,7,2,0,29.7604,-95.3698,1829.8898379267123,0.34615384615384615,0.26796144900009633,4,4.0
8033,2003-05-26,SLN,HOU,True,10,5,STL09,Busch Stadium II,St. Louis,MO,42,6,3,1,1,22,6,1,2,42,7,5,0,2,14,8,6,0,38.627,-90.1994,1094.0998481890863,0.28125,0.2524521993810787,5,5.0
8081,2003-05-30,CHN,HOU,True,1,9,CHI11,Wrigley Field,Chicago,IL,41,5,2,0,1,20,8,5,0,30,1,0,0,1,13,14,1,0,41.8781,-87.6298,422.1331192500267,0.2222222222222222,0.22962962962962963,9,9.0
8127,2003-06-03,HOU,BAL,False,11,6,HOU03,Minute Maid Park,Houston,TX,43,10,3,0,1,22,4,3,0,42,7,2,1,4,14,9,5,0,29.7604,-95.3698,1515.8051067847966,0.25,0.2386023474733152,11,11.0
8218,2003-06-10,NYA,HOU,False,5,3,NYC16,Yankee Stadium I,New York,NY,35,5,2,0,2,16,9,1,0,35,5,2,0,1,17,6,4,0,40.7128,-74.006,2281.3448196669424,0.21739130434782608,0.30185444911952625,3,3.0
8255,2003-06-13,BOS,HOU,False,4,3,BOS07,Fenway Park,Boston,MA,38,6,2,0,1,23,6,0,0,39,6,0,0,1,16,6,10,0,42.3601,-71.0589,306.10849421147475,0.22580645161290322,0.22025526706879972,3,3.0
8314,2003-06-17,HOU,ARI,False,4,3,HOU03,Minute Maid Park,Houston,TX,37,5,1,0,2,21,6,2,0,33,5,0,0,2,21,3,1,1,29.7604,-95.3698,2581.3316245342126,0.11538461538461539,0.16987179487179485,4,4.0
8349,2003-06-20,TEX,HOU,False,3,12,ARL02,Rangers Ballpark in Arlington,Arlington,TX,43,12,2,1,1,19,5,3,0,36,5,3,0,1,20,6,1,0,32.7357,-97.1081,369.79434587527106,0.4117647058823529,0.28113611035812175,12,12.0
8395,2003-06-23,ARI,HOU,False,7,6,PHO01,Chase Field,Phoenix,AZ,41,3,2,1,0,24,4,5,2,36,5,1,2,1,15,7,5,0,33.4484,-112.074,1395.2458129497338,0.2,0.24615384615384617,6,6.0
8452,2003-06-27,HOU,TEX,True,7,10,HOU03,Minute Maid Park,Houston,TX,44,5,3,1,1,20,5,7,2,41,5,3,0,4,19,8,2,0,29.7604,-95.3698,1632.1668815292296,0.14814814814814814,0.15971300304633637,7,7.0
8553,2003-07-04,PIT,HOU,True,3,2,PIT08,PNC Park,Pittsburgh,PA,36,4,2,0,0,22,6,1,1,34,3,1,0,1,16,8,3,2,40.4406,-79.9959,1829.8898379267123,0.21428571428571427,0.1769280102613436,2,2.0
8588,2003-07-07,HOU,CIN,False,7,1,HOU03,Minute Maid Park,Houston,TX,31,4,0,0,0,18,7,1,1,38,7,2,0,2,18,6,3,0,29.7604,-95.3698,1829.8898379267123,0.25925925925925924,0.26249732557914873,7,7.0
8692,2003-07-17,CIN,HOU,False,4,5,CIN09,Great American Ballpark,Cincinnati,OH,38,7,4,0,0,16,8,3,0,39,3,6,0,0,23,6,1,0,39.1031,-84.512,1436.8750340214951,0.4074074074074074,0.18625356125356124,5,5.0
8755,2003-07-21,PIT,HOU,False,5,3,PIT08,PNC Park,Pittsburgh,PA,38,4,3,0,2,25,2,2,0,38,7,2,0,1,20,3,5,0,40.4406,-79.9959,413.56383279700407,0.15625,0.18157327586206895,3,3.0
8783,2003-07-23,MIL,HOU,False,2,3,MIL06,Miller Park,Milwaukee,WI,43,4,2,0,1,19,14,3,0,44,5,1,0,1,24,8,5,0,43.0389,-87.9065,716.7398565320761,0.2,0.20714285714285713,3,3.0
8811,2003-07-25,HOU,CHN,False,3,5,HOU03,Minute Maid Park,Houston,TX,38,6,1,0,2,17,8,3,1,34,4,1,0,0,21,7,1,0,29.7604,-95.3698,1618.8722925866018,0.19230769230769232,0.14584859584859586,3,3.0
8860,2003-07-29,ATL,HOU,False,6,3,ATL02,Turner Field,Atlanta,GA,38,5,1,0,0,23,5,4,0,41,14,2,0,2,17,3,2,1,33.749,-84.388,1128.2636558355653,0.20689655172413793,0.2403940886699507,3,3.0
8907,2003-08-01,FLO,HOU,False,1,2,MIA01,Sun Life Stadium,Miami,FL,31,2,0,1,1,17,10,0,0,35,6,0,0,0,17,9,3,0,25.7617,-80.1918,975.8830237545526,0.1,0.15975308641975308,2,2.0
8955,2003-08-05,HOU,NYN,False,1,10,HOU03,Minute Maid Park,Houston,TX,41,8,3,0,2,18,7,3,0,37,5,2,0,0,19,7,4,0,29.7604,-95.3698,1556.7944991212414,0.2692307692307692,0.19863802863802862,1,1.0
9044,2003-08-11,CHN,HOU,False,1,3,CHI11,Wrigley Field,Chicago,IL,38,5,2,0,1,15,12,2,1,37,6,1,0,0,16,12,2,0,41.8781,-87.6298,1515.8051067847966,0.2727272727272727,0.2475296442687747,3,3.0
9099,2003-08-15,CIN,HOU,False,9,7,CIN09,Great American Ballpark,Cincinnati,OH,45,7,1,0,3,22,7,5,0,41,7,1,0,2,21,6,4,0,39.1031,-84.512,405.8047375471237,0.16666666666666666,0.14019323671497583,7,7.0
9151,2003-08-19,HOU,CHN,False,12,8,HOU03,Minute Maid Park,Houston,TX,39,6,2,0,3,19,5,3,1,43,9,5,0,1,15,8,5,0,29.7604,-95.3698,1436.8750340214951,0.4482758620689655,0.26705467518326714,12,12.0
9331,2003-09-01,LAN,HOU,False,1,10,LOS03,Dodger Stadium,Los Angeles,CA,43,12,4,0,2,20,4,1,0,37,3,1,0,1,22,5,5,0,34.0522,-118.2437,2206.264028358936,0.3888888888888889,0.335978835978836,10,10.0
9386,2003-09-05,SDN,HOU,False,4,5,SAN01,Qualcomm Stadium,San Diego,CA,38,5,2,0,2,19,7,3,0,37,7,0,0,1,21,4,4,0,32.7157,-117.1611,179.41042505730124,0.19230769230769232,0.23853320592451024,5,5.0
9427,2003-09-08,MIL,HOU,False,4,8,MIL06,Miller Park,Milwaukee,WI,47,5,5,0,2,22,6,6,1,34,3,1,0,1,16,11,1,1,43.0389,-87.9065,2793.817645228968,0.25,0.2710047675026123,8,8.0
9482,2003-09-12,HOU,SLN,False,14,5,HOU03,Minute Maid Park,Houston,TX,36,0,2,1,2,20,6,5,0,50,9,8,1,1,20,4,6,1,29.7604,-95.3698,1618.8722925866018,0.4473684210526316,0.2663823590597046,14,14.0
9537,2003-09-16,COL,HOU,False,4,14,DEN02,Coors Field,Denver,CO,44,5,0,1,6,25,3,3,1,38,4,3,0,2,24,2,3,0,39.7392,-104.9903,1413.6448443865136,0.0,0.2392857142857143,14,14.0
9587,2003-09-19,SLN,HOU,False,1,8,STL09,Busch Stadium II,St. Louis,MO,44,8,2,1,2,19,6,5,1,32,5,1,0,0,17,7,2,0,38.627,-90.1994,1279.350134531019,0.3,0.29523809523809524,8,8.0
9625,2003-09-22,HOU,SFN,False,3,6,HOU03,Minute Maid Park,Houston,TX,39,4,0,0,4,19,7,5,0,40,7,3,1,0,18,7,3,1,29.7604,-95.3698,1094.0998481890863,0.3793103448275862,0.23609449683739742,3,3.0
9770,2004-04-09,MIL,HOU,True,7,13,MIL06,Miller Park,Milwaukee,WI,49,10,3,0,1,20,7,8,0,41,5,3,0,2,19,8,4,0,43.0389,-87.9065,1618.8722925866018,0.36363636363636365,0.27164502164502163,13,13.0
9813,2004-04-12,SLN,HOU,False,5,10,STL09,Busch Stadium II,St. Louis,MO,42,6,4,0,1,20,8,2,1,42,9,0,0,0,21,6,6,0,38.627,-90.1994,527.0871857228763,0.3,0.25972222222222224,10,10.0
9839,2004-04-15,HOU,MIL,False,2,6,HOU03,Minute Maid Park,Houston,TX,41,5,2,1,0,20,9,3,1,32,1,1,1,1,21,5,2,0,29.7604,-95.3698,1094.0998481890863,0.08333333333333333,0.23227172834375281,2,2.0
9946,2004-04-23,COL,HOU,False,7,13,DEN02,Coors Field,Denver,CO,43,5,3,1,2,20,6,6,0,38,4,4,0,2,16,10,2,0,39.7392,-104.9903,1413.6448443865136,0.2413793103448276,0.2360153256704981,13,13.0
10012,2004-04-28,PIT,HOU,False,4,2,PIT08,PNC Park,Pittsburgh,PA,35,6,2,0,0,20,4,3,0,35,5,2,0,0,21,3,2,2,40.4406,-79.9959,2120.5534373942196,0.2857142857142857,0.26785714285714285,2,2.0
10035,2004-04-30,HOU,CIN,False,6,1,HOU03,Minute Maid Park,Houston,TX,35,5,0,0,0,16,9,5,0,37,8,3,0,1,21,3,0,1,29.7604,-95.3698,1829.8898379267123,0.3125,0.30440660349020243,6,6.0
10129,2004-05-07,ATL,HOU,False,3,5,ATL02,Turner Field,Atlanta,GA,42,9,2,0,1,18,8,3,1,38,7,0,0,2,21,6,1,1,33.749,-84.388,1128.2636558355653,0.3448275862068966,0.25096403411197626,5,5.0
10178,2004-05-11,HOU,FLO,False,6,1,HOU03,Minute Maid Park,Houston,TX,31,3,0,0,1,12,14,1,0,37,6,2,0,1,18,6,4,0,29.7604,-95.3698,1128.2636558355653,0.2692307692307692,0.2606712528663748,6,6.0
10271,2004-05-18,FLO,HOU,False,2,9,MIA01,Sun Life Stadium,Miami,FL,47,11,2,0,2,13,13,5,1,37,5,2,0,0,19,8,3,0,25.7617,-80.1918,1556.7944991212414,0.4230769230769231,0.31245421245421245,9,9.0
10314,2004-05-21,CIN,HOU,False,7,4,CIN09,Great American Ballpark,Cincinnati,OH,35,5,2,0,1,18,8,0,1,41,7,3,0,0,14,10,6,1,39.1031,-84.512,1537.3631230034584,0.24,0.26107466063348417,4,4.0
10361,2004-05-25,HOU,CHN,False,5,0,HOU03,Minute Maid Park,Houston,TX,31,3,0,0,0,16,11,1,0,36,6,1,0,2,15,8,4,0,29.7604,-95.3698,1436.8750340214951,0.22727272727272727,0.22538765582243844,5,5.0
10448,2004-05-31,CHN,HOU,True,3,1,CHI11,Wrigley Field,Chicago,IL,38,7,2,0,1,20,6,2,0,33,7,3,0,1,17,5,0,0,41.8781,-87.6298,1515.8051067847966,0.27586206896551724,0.2912627787488744,1,1.0
10504,2004-06-04,SLN,HOU,False,5,3,STL09,Busch Stadium II,St. Louis,MO,37,6,2,0,2,18,6,2,1,35,5,1,0,0,14,10,5,0,38.627,-90.1994,422.1331192500267,0.23076923076923078,0.3036346369679703,3,3.0
10544,2004-06-07,SEA,HOU,False,5,0,SEA03,Safeco Field,Seattle,WA,37,7,1,0,0,16,10,3,0,37,7,3,0,1,16,6,4,0,47.6062,-122.3321,2768.4928943697073,0.3333333333333333,0.25,0,0.0
10587,2004-06-11,MIL,HOU,False,9,3,MIL06,Miller Park,Milwaukee,WI,35,4,2,0,1,18,5,5,0,43,11,2,0,3,19,5,3,0,43.0389,-87.9065,2715.6946386325053,0.20833333333333334,0.22208193041526378,3,3.0
10632,2004-06-14,HOU,CHN,False,2,7,HOU03,Minute Maid Park,Houston,TX,41,5,2,1,4,20,7,2,0,38,7,3,0,0,18,8,2,0,29.7604,-95.3698,1618.8722925866018,0.35714285714285715,0.2608962526980791,2,2.0
10786,2004-06-25,TEX,HOU,False,3,1,ARL02,Rangers Ballpark in Arlington,Arlington,TX,30,2,1,0,0,24,2,1,0,37,4,0,1,1,22,2,6,1,32.7357,-97.1081,369.79434587527106,0.1111111111111111,0.17096560846560846,1,1.0
10828,2004-06-29,CHN,HOU,False,7,5,CHI11,Wrigley Field,Chicago,IL,39,6,3,1,1,25,2,1,0,36,2,4,0,2,12,12,4,0,41.8781,-87.6298,1315.8724134299289,0.2571428571428571,0.13724407637451116,5,5.0
10876,2004-07-02,HOU,TEX,False,7,5,HOU03,Minute Maid Park,Houston,TX,36,7,0,0,2,14,13,0,0,35,7,2,0,1,22,2,1,0,29.7604,-95.3698,1515.8051067847966,0.25806451612903225,0.2616536892843901,7,7.0
10921,2004-07-05,SDN,HOU,False,2,1,SAN02,Petco Park,San Diego,CA,34,2,2,0,1,22,4,3,0,33,5,0,0,0,17,6,5,0,32.7157,-117.1611,2093.8537196175917,0.11538461538461539,0.18957264957264955,1,1.0
10959,2004-07-08,LAN,HOU,False,7,2,LOS03,Dodger Stadium,Los Angeles,CA,34,4,0,0,1,21,5,3,0,43,11,0,0,1,20,4,5,2,34.0522,-118.2437,179.41042505730124,0.12,0.1438586956521739,2,2.0
11033,2004-07-16,HOU,SDN,False,1,5,HOU03,Minute Maid Park,Houston,TX,39,5,4,0,0,21,5,4,0,36,5,0,1,0,20,6,3,1,29.7604,-95.3698,2206.264028358936,0.23076923076923078,0.1773860398860399,1,1.0
11103,2004-07-21,ARI,HOU,False,2,5,PHO01,Chase Field,Phoenix,AZ,46,8,0,0,2,19,7,9,1,36,4,2,0,1,16,9,4,0,33.4484,-112.074,1632.1668815292296,0.2222222222222222,0.20726495726495725,5,5.0
11135,2004-07-23,HOU,MIL,False,6,7,HOU03,Minute Maid Park,Houston,TX,43,6,3,0,3,17,10,3,1,43,11,2,0,0,20,6,4,0,29.7604,-95.3698,1632.1668815292296,0.3939393939393939,0.2696935339792482,6,6.0
11236,2004-07-30,CIN,HOU,False,3,2,CIN09,Great American Ballpark,Cincinnati,OH,52,3,1,0,0,29,8,10,1,52,4,2,0,2,24,12,7,1,39.1031,-84.512,1436.8750340214951,0.12121212121212122,0.22896010799236607,2,2.0
11282,2004-08-03,HOU,ATL,False,3,2,HOU03,Minute Maid Park,Houston,TX,36,4,0,0,0,17,10,5,0,37,6,2,0,1,19,5,4,0,29.7604,-95.3698,1436.8750340214951,0.25925925925925924,0.24108796296296298,3,3.0
11382,2004-08-10,NYN,HOU,False,7,3,NYC17,Shea Stadium,New York,NY,36,4,2,0,1,21,5,3,0,33,6,2,1,1,16,6,1,0,40.7128,-74.006,2281.3448196669424,0.18518518518518517,0.20458553791887124,3,3.0
11426,2004-08-13,MON,HOU,False,6,5,MON02,Stade Olympique,Montreal,QUE,47,1,2,1,3,26,8,6,0,50,5,3,0,3,21,11,7,0,45.5017,-73.5673,533.6884829149174,0.03333333333333333,0.11340996168582375,5,5.0
11479,2004-08-17,PHI,HOU,False,0,5,PHI13,Citizens Bank Park,Philadelphia,PA,36,4,4,0,0,23,2,2,1,34,4,1,0,0,18,9,2,0,39.9526,-75.1652,630.6473513799008,0.25806451612903225,0.3258064516129032,5,5.0
11516,2004-08-20,HOU,CHN,False,2,9,HOU03,Minute Maid Park,Houston,TX,44,6,1,0,6,24,3,3,1,37,3,3,0,0,22,4,5,0,29.7604,-95.3698,2156.2708671970017,0.21428571428571427,0.19716640279300127,2,2.0
11603,2004-08-26,CHN,HOU,True,8,3,CHI11,Wrigley Field,Chicago,IL,42,4,4,0,2,16,11,5,0,39,9,2,0,2,18,5,3,0,41.8781,-87.6298,1515.8051067847966,0.25,0.3099814063556457,3,3.0
11661,2004-08-30,CIN,HOU,False,3,11,CIN09,Great American Ballpark,Cincinnati,OH,43,4,4,0,3,24,4,4,0,42,5,3,0,2,19,8,4,1,39.1031,-84.512,405.8047375471237,0.15625,0.1519937275985663,11,11.0
11708,2004-09-03,HOU,PIT,False,8,6,HOU03,Minute Maid Park,Houston,TX,37,7,0,1,0,19,7,3,0,38,5,1,0,4,15,9,4,0,29.7604,-95.3698,1436.8750340214951,0.09523809523809523,0.2394872639437857,8,8.0
11791,2004-09-09,PIT,HOU,False,2,9,PIT08,PNC Park,Pittsburgh,PA,41,4,5,1,0,21,6,3,1,35,2,3,0,1,19,7,3,0,40.4406,-79.9959,1829.8898379267123,0.3225806451612903,0.24136567864075556,9,9.0
11864,2004-09-14,SLN,HOU,False,5,7,STL09,Busch Stadium II,St. Louis,MO,44,10,4,1,0,21,5,3,0,40,8,1,0,0,20,7,4,0,38.627,-90.1994,897.4133453756724,0.4166666666666667,0.22805555555555557,7,7.0
11903,2004-09-17,HOU,MIL,False,2,1,HOU03,Minute Maid Park,Houston,TX,37,7,2,0,1,16,8,3,0,28,2,1,0,1,14,9,0,1,29.7604,-95.3698,1094.0998481890863,0.11764705882352941,0.16385336743393009,2,2.0
11960,2004-09-21,SFN,HOU,False,9,2,SFO03,Oracle Park,San Francisco,CA,32,2,0,0,2,20,5,3,0,42,10,2,1,0,22,2,4,1,37.7749,-122.4194,2643.0458529405155,0.0,0.14801864801864803,2,2.0
11999,2004-09-24,MIL,HOU,False,0,1,MIL06,Miller Park,Milwaukee,WI,39,6,1,0,0,17,12,3,0,37,4,1,0,0,13,16,3,0,43.0389,-87.9065,2958.4959189924843,0.2916666666666667,0.26915204678362575,1,1.0
12043,2004-09-27,HOU,SLN,False,10,3,HOU03,Minute Maid Park,Houston,TX,38,11,1,0,0,17,7,1,1,41,7,5,1,1,18,6,3,0,29.7604,-95.3698,1618.8722925866018,0.3870967741935484,0.26051164309271146,10,10.0
12240,2005-04-11,NYN,HOU,True,8,4,NYC17,Shea Stadium,New York,NY,39,4,3,2,0,18,9,3,0,42,12,1,0,0,18,7,4,0,40.7128,-74.006,2281.3448196669424,0.3333333333333333,0.26625704045058884,4,4.0
12282,2005-04-15,CIN,HOU,False,2,11,CIN09,Great American Ballpark,Cincinnati,OH,44,5,6,1,2,18,9,3,0,34,3,2,0,0,14,13,1,1,39.1031,-84.512,913.2129011212568,0.3333333333333333,0.2946859903381642,11,11.0
12328,2005-04-18,HOU,ATL,False,0,1,HOU03,Minute Maid Park,Houston,TX,45,5,3,0,1,20,14,2,0,43,4,2,0,0,22,12,3,0,29.7604,-95.3698,1436.8750340214951,0.21428571428571427,0.25077639751552794,0,0.0
12392,2005-04-22,SLN,HOU,False,8,7,STL09,Busch Stadium II,St. Louis,MO,44,8,2,0,1,16,10,5,2,39,5,4,0,0,20,3,6,1,38.627,-90.1994,1094.0998481890863,0.34615384615384615,0.26686244789693064,7,7.0
12427,2005-04-25,PIT,HOU,False,2,0,PIT08,PNC Park,Pittsburgh,PA,34,4,1,0,0,15,11,2,1,32,5,1,0,0,17,6,3,0,40.4406,-79.9959,897.4133453756724,0.25,0.20833333333333331,0,0.0
12470,2005-04-29,HOU,CHN,False,2,3,HOU03,Minute Maid Park,Houston,TX,37,4,5,0,1,21,4,2,0,37,5,1,0,1,19,7,4,0,29.7604,-95.3698,1829.8898379267123,0.2,0.3175855509224285,2,2.0
12553,2005-05-05,ATL,HOU,False,9,3,ATL02,Turner Field,Atlanta,GA,31,1,1,0,1,23,5,0,0,41,8,2,0,1,22,3,5,0,33.749,-84.388,1128.2636558355653,0.04,0.1256609195402299,3,3.0
12613,2005-05-09,FLO,HOU,False,1,2,MIA01,Sun Life Stadium,Miami,FL,33,5,0,1,0,14,11,1,1,37,5,0,0,0,19,8,4,1,25.7617,-80.1918,975.8830237545526,0.3,0.2590909090909091,2,2.0
12650,2005-05-12,HOU,SFN,False,3,6,HOU03,Minute Maid Park,Houston,TX,42,7,2,0,0,19,11,3,0,38,5,0,0,3,14,11,4,1,29.7604,-95.3698,1556.7944991212414,0.10526315789473684,0.20324346069889362,3,3.0
12749,2005-05-20,TEX,HOU,False,7,3,ARL02,Rangers Ballpark in Arlington,Arlington,TX,37,5,5,0,0,23,2,2,0,35,5,3,0,1,17,4,5,0,32.7357,-97.1081,369.79434587527106,0.30303030303030304,0.24053391053391052,3,3.0
12791,2005-05-23,CHN,HOU,False,4,1,CHI11,Wrigley Field,Chicago,IL,32,3,1,0,1,20,6,1,0,32,5,1,0,2,13,8,3,0,41.8781,-87.6298,1315.8724134299289,0.125,0.19944444444444445,1,1.0
12850,2005-05-27,MIL,HOU,False,3,0,MIL06,Miller Park,Milwaukee,WI,33,2,1,0,0,14,11,5,0,34,5,1,0,0,16,7,4,1,43.0389,-87.9065,131.0556033889396,0.17647058823529413,0.13933882731836697,0,0.0
12887,2005-05-30,HOU,CIN,True,0,9,HOU03,Minute Maid Park,Houston,TX,39,8,0,0,2,19,8,2,0,33,5,0,0,0,15,11,1,1,29.7604,-95.3698,1618.8722925866018,0.25,0.2571209405886825,0,0.0
12995,2005-06-07,NYN,HOU,False,3,1,NYC17,Shea Stadium,New York,NY,29,1,0,0,1,14,12,1,0,37,10,2,0,0,13,10,1,1,40.7128,-74.006,2281.3448196669424,0.0,0.19423558897243107,1,1.0
13031,2005-06-10,HOU,TOR,False,4,2,HOU03,Minute Maid Park,Houston,TX,38,6,0,0,0,17,8,6,1,34,6,0,0,3,22,2,1,0,29.7604,-95.3698,2281.3448196669424,0.10714285714285714,0.2404136086931786,4,4.0
13071,2005-06-13,BAL,HOU,False,8,5,BAL12,Oriole Park at Camden Yards,Baltimore,MD,39,6,1,0,2,25,1,3,1,44,7,5,0,2,19,5,6,0,39.2904,-76.6122,2012.6562018328686,0.15625,0.13440217391304346,5,5.0
13122,2005-06-17,KCA,HOU,False,0,7,KAN06,Kauffman Stadium,Kansas City,MO,41,4,3,0,2,22,4,5,1,39,8,1,0,0,18,9,3,0,39.0997,-94.5786,1545.8680690975857,0.1724137931034483,0.1933839627805145,7,7.0
13168,2005-06-20,HOU,COL,False,7,0,HOU03,Minute Maid Park,Houston,TX,32,3,2,0,0,12,13,2,0,40,8,1,0,1,21,2,5,2,29.7604,-95.3698,1041.001459501191,0.26666666666666666,0.2294471811713191,7,7.0
13263,2005-06-27,COL,HOU,False,5,11,DEN02,Coors Field,Denver,CO,46,12,3,0,3,20,4,3,1,45,8,3,0,0,20,8,4,2,39.7392,-104.9903,1413.6448443865136,0.34285714285714286,0.2754578754578754,11,11.0
13301,2005-06-30,CIN,HOU,False,2,2,CIN09,Great American Ballpark,Cincinnati,OH,29,3,2,0,0,16,6,2,0,35,8,0,0,0,11,9,7,0,39.1031,-84.512,1756.640043647603,0.23809523809523808,0.27563789783903636,2,2.0
13363,2005-07-04,HOU,SDN,True,4,1,HOU03,Minute Maid Park,Houston,TX,33,3,2,0,0,20,6,2,0,34,7,2,0,1,17,6,1,0,29.7604,-95.3698,1436.8750340214951,0.3076923076923077,0.2665535051003895,4,4.0
13482,2005-07-15,SLN,HOU,False,4,3,STL09,Busch Stadium II,St. Louis,MO,56,10,2,0,0,31,5,7,1,48,4,1,0,3,24,10,6,0,38.627,-90.1994,1094.0998481890863,0.27906976744186046,0.19163184625557475,3,3.0
13521,2005-07-18,PIT,HOU,False,1,11,PIT08,PNC Park,Pittsburgh,PA,50,11,5,1,0,18,7,6,2,37,6,0,0,0,19,6,6,0,40.4406,-79.9959,897.4133453756724,0.4857142857142857,0.3630952380952381,11,11.0
13567,2005-07-21,WAS,HOU,False,2,3,WAS10,Robert F. Kennedy Stadium,Washington,DC,37,9,1,0,1,23,3,0,0,34,7,0,0,1,17,7,0,2,38.9072,-77.0369,305.2694089073363,0.2727272727272727,0.23969451601030548,3,3.0
